structure,z,L,energy_eV,energy_rel_eV
PDI-BT-COF-same_z44_L170_incl,4.4,17.0,-155796.75781879306,4.099943381210323
PDI-BT-COF-same_z44_L180_incl,4.4,18.0,-155796.52469227577,4.333069898508256
PDI-BT-COF-same_z44_L181_incl,4.4,18.1,-155796.49462716127,4.363135013001738
PDI-BT-COF-same_z45_L000_incl,4.5,0.0,-155799.32434909482,1.5334130794508383
PDI-BT-COF-same_z45_L010_incl,4.5,1.0,-155799.1448262734,1.7129359008686151
PDI-BT-COF-same_z45_L020_incl,4.5,2.0,-155798.8920678559,1.965694318379974
PDI-BT-COF-same_z45_L030_incl,4.5,3.0,-155798.64783398688,2.2099281873961445
PDI-BT-COF-same_z45_L040_incl,4.5,4.0,-155798.4069970573,2.4507651169842575
PDI-BT-COF-same_z45_L050_incl,4.5,5.0,-155798.1663562395,2.6914059347764123
PDI-BT-COF-same_z45_L060_incl,4.5,6.0,-155797.99736620142,2.860395972849801
PDI-BT-COF-same_z45_L070_incl,4.5,7.0,-155797.88192624564,2.975835928635206
PDI-BT-COF-same_z45_L080_incl,4.5,8.0,-155797.81624232786,3.041519846417941
PDI-BT-COF-same_z45_L090_incl,4.5,9.0,-155797.763206611,3.0945555632642936
PDI-BT-COF-same_z45_L100_incl,4.5,10.0,-155797.72193524626,3.1358269280171953
PDI-BT-COF-same_z45_L110_incl,4.5,11.0,-155797.70157654915,3.1561856251209974
PDI-BT-COF-same_z45_L120_incl,4.5,12.0,-155797.7134268596,3.144335314660566
PDI-BT-COF-same_z45_L130_incl,4.5,13.0,-155797.77358435915,3.08417781512253
PDI-BT-COF-same_z45_L140_incl,4.5,14.0,-155797.87633940447,2.9814227698079776
PDI-BT-COF-same_z45_L150_incl,4.5,15.0,-155797.95302243068,2.9047397435933817
PDI-BT-COF-same_z45_L160_incl,4.5,16.0,-155797.75590110535,3.101861068920698
PDI-BT-COF-same_z45_L170_incl,4.5,17.0,-155797.1359227469,3.7218394273659214
PDI-BT-COF-same_z45_L180_incl,4.5,18.0,-155796.97289322963,3.8848689446458593
PDI-BT-COF-same_z45_L181_incl,4.5,18.1,-155796.94879797715,3.908964197122259
PDI-BT-COF-same_z46_L000_incl,4.6,0.0,-155799.09242359953,1.7653385747398715
PDI-BT-COF-same_z46_L010_incl,4.6,1.0,-155798.9274168387,1.9303453355678357
PDI-BT-COF-same_z46_L020_incl,4.6,2.0,-155798.70112670923,2.1566354650422
PDI-BT-COF-same_z46_L030_incl,4.6,3.0,-155798.47757861222,2.380183562054299
PDI-BT-COF-same_z46_L040_incl,4.6,4.0,-155798.2662854186,2.591476755682379
PDI-BT-COF-same_z46_L050_incl,4.6,5.0,-155798.06464326064,2.7931189136288594
PDI-BT-COF-same_z46_L060_incl,4.6,6.0,-155797.92057290423,2.9371892700437456
PDI-BT-COF-same_z46_L070_incl,4.6,7.0,-155797.81998185386,3.037780320417369
PDI-BT-COF-same_z46_L080_incl,4.6,8.0,-155797.76294967296,3.0948125013092067
PDI-BT-COF-same_z46_L090_incl,4.6,9.0,-155797.71551201568,3.142250158591196
PDI-BT-COF-same_z46_L100_incl,4.6,10.0,-155797.67857232902,3.179189845250221
PDI-BT-COF-same_z46_L110_incl,4.6,11.0,-155797.66025112165,3.1975110526254866
PDI-BT-COF-same_z46_L120_incl,4.6,12.0,-155797.67140548548,3.1863566887914203
PDI-BT-COF-same_z46_L130_incl,4.6,13.0,-155797.72664579982,3.1311163744539954
PDI-BT-COF-same_z46_L140_incl,4.6,14.0,-155797.82445589642,3.033306277851807
PDI-BT-COF-same_z46_L150_incl,4.6,15.0,-155797.91048747714,2.9472746971296147
PDI-BT-COF-same_z46_L160_incl,4.6,16.0,-155797.80785703447,3.049905139807379
PDI-BT-COF-same_z46_L170_incl,4.6,17.0,-155797.39263736003,3.465124814247247
PDI-BT-COF-same_z46_L180_incl,4.6,18.0,-155797.2896413628,3.5681208114838228
PDI-BT-COF-same_z46_L181_incl,4.6,18.1,-155797.27115290746,3.5866092668147758
PDI-BT-COF-same_z47_L000_incl,4.7,0.0,-155798.86977710968,1.987985064595705
PDI-BT-COF-same_z47_L010_incl,4.7,1.0,-155798.71883450527,2.1389276690024417
PDI-BT-COF-same_z47_L020_incl,4.7,2.0,-155798.52041719022,2.3373449840582907
PDI-BT-COF-same_z47_L030_incl,4.7,3.0,-155798.32123096735,2.5365312069188803
