structure,z,L,energy_eV,energy_rel_eV
COF-366-Co-CN_z49_L160_incl,4.9,16.0,-74781.38732622656,1.1535301405965583
COF-366-Co-CN_z49_L170_incl,4.9,17.0,-74781.40894912319,1.1319072439655429
COF-366-Co-CN_z50_L000_incl,5.0,0.0,-74782.0949708289,0.44588553825451527
COF-366-Co-CN_z50_L010_incl,5.0,1.0,-74782.07130072305,0.4695556441001827
COF-366-Co-CN_z50_L020_incl,5.0,2.0,-74781.98219385152,0.5586625156283844
COF-366-Co-CN_z50_L030_incl,5.0,3.0,-74781.84464261352,0.696213753632037
COF-366-Co-CN_z50_L040_incl,5.0,4.0,-74781.74540076188,0.7954556052718544
COF-366-Co-CN_z50_L050_incl,5.0,5.0,-74781.71644485898,0.8244115081761265
COF-366-Co-CN_z50_L060_incl,5.0,6.0,-74781.67454411903,0.8663122481229948
COF-366-Co-CN_z50_L070_incl,5.0,7.0,-74781.61230555619,0.9285508109605871
COF-366-Co-CN_z50_L080_incl,5.0,8.0,-74781.50467005397,1.0361863131838618
COF-366-Co-CN_z50_L090_incl,5.0,9.0,-74781.45894571078,1.0819106563722016
COF-366-Co-CN_z50_L100_incl,5.0,10.0,-74781.47912534105,1.0617310261004604
COF-366-Co-CN_z50_L110_incl,5.0,11.0,-74781.45786233795,1.082994029202382
COF-366-Co-CN_z50_L120_incl,5.0,12.0,-74781.3939522511,1.1469041160453344
COF-366-Co-CN_z50_L130_incl,5.0,13.0,-74781.35286156707,1.1879948000860168
COF-366-Co-CN_z50_L140_incl,5.0,14.0,-74781.34441723763,1.1964391295186942
COF-366-Co-CN_z50_L150_incl,5.0,15.0,-74781.35017135124,1.190685015913914
COF-366-Co-CN_z50_L160_incl,5.0,16.0,-74781.36577336045,1.175083006703062
COF-366-Co-CN_z50_L170_incl,5.0,17.0,-74781.38592728536,1.1549290817929432
COF-366-Co-CN_z51_L000_incl,5.1,0.0,-74781.9946123522,0.5462440149567556
COF-366-Co-CN_z51_L010_incl,5.1,1.0,-74781.98437684165,0.556479525504983
COF-366-Co-CN_z51_L020_incl,5.1,2.0,-74781.9190393711,0.6218169960484374
COF-366-Co-CN_z51_L030_incl,5.1,3.0,-74781.80473231361,0.7361240535392426
COF-366-Co-CN_z51_L040_incl,5.1,4.0,-74781.704631319,0.836225048158667
COF-366-Co-CN_z51_L050_incl,5.1,5.0,-74781.65665797025,0.8841983969032299
COF-366-Co-CN_z51_L060_incl,5.1,6.0,-74781.6164303844,0.9244259827537462
COF-366-Co-CN_z51_L070_incl,5.1,7.0,-74781.57020307705,0.9706532901036553
COF-366-Co-CN_z51_L080_incl,5.1,8.0,-74781.49286958718,1.0479867799731437
COF-366-Co-CN_z51_L090_incl,5.1,9.0,-74781.45929064264,1.0815657245111652
COF-366-Co-CN_z51_L100_incl,5.1,10.0,-74781.46356411542,1.0772922517353436
COF-366-Co-CN_z51_L110_incl,5.1,11.0,-74781.43481510124,1.1060412659135181
COF-366-Co-CN_z51_L120_incl,5.1,12.0,-74781.37684188958,1.1640144775738008
