structure,z,L,energy_eV,energy_rel_eV
PDI-BT-COF-same_z46_L005_serr,4.6,0.5,-311584.6655560606,16.252298891544342
PDI-BT-COF-same_z46_L010_serr,4.6,1.0,-311558.8413005492,42.07655440294184
PDI-BT-COF-same_z46_L015_serr,4.6,1.5,-311535.70470099343,65.21315395872807
PDI-BT-COF-same_z46_L020_serr,4.6,2.0,-311525.7840045375,75.13385041465517
PDI-BT-COF-same_z46_L025_serr,4.6,2.5,-311523.90874800715,77.00910694501363
PDI-BT-COF-same_z46_L030_serr,4.6,3.0,-311523.1253585106,77.79249644157244
PDI-BT-COF-same_z46_L035_serr,4.6,3.5,-311522.29575847543,78.62209647672717
PDI-BT-COF-same_z46_L040_serr,4.6,4.0,-311522.6541671706,78.26368778158212
PDI-BT-COF-same_z46_L045_serr,4.6,4.5,-311523.2967536168,77.62110133533133
PDI-BT-COF-same_z46_L050_serr,4.6,5.0,-311523.4208727025,77.49698224966414
PDI-BT-COF-same_z46_L055_serr,4.6,5.5,-311522.7617328465,78.15612210566178
PDI-BT-COF-same_z46_L060_serr,4.6,6.0,-311521.913109343,79.00474560918519
PDI-BT-COF-same_z47_L000_serr,4.7,0.0,-311596.29503283376,4.622822118399199
PDI-BT-COF-same_z47_L005_serr,4.7,0.5,-311586.0988094282,14.819045523938257
PDI-BT-COF-same_z47_L010_serr,4.7,1.0,-311564.39328480646,36.524570145702455
PDI-BT-COF-same_z47_L015_serr,4.7,1.5,-311545.54648056056,55.37137439160142
PDI-BT-COF-same_z47_L020_serr,4.7,2.0,-311538.30882057035,62.60903438180685
PDI-BT-COF-same_z47_L025_serr,4.7,2.5,-311537.3826927428,63.53516220935853
PDI-BT-COF-same_z47_L030_serr,4.7,3.0,-311536.3912277577,64.52662719448563
PDI-BT-COF-same_z47_L035_serr,4.7,3.5,-311535.21408708976,65.70376786240377
PDI-BT-COF-same_z47_L040_serr,4.7,4.0,-311535.1004761276,65.81737882457674
PDI-BT-COF-same_z47_L045_serr,4.7,4.5,-311535.43777025235,65.48008469981141
PDI-BT-COF-same_z47_L050_serr,4.7,5.0,-311535.5245785661,65.39327638607938
PDI-BT-COF-same_z47_L055_serr,4.7,5.5,-311535.25856073736,65.65929421479814
PDI-BT-COF-same_z47_L060_serr,4.7,6.0,-311534.81267142366,66.1051835285034
PDI-BT-COF-same_z48_L000_serr,4.8,0.0,-311595.8372015613,5.0806533908471465
PDI-BT-COF-same_z48_L005_serr,4.8,0.5,-311585.64446426224,15.273390689922962
PDI-BT-COF-same_z48_L010_serr,4.8,1.0,-311563.944720926,36.97313402616419
PDI-BT-COF-same_z48_L015_serr,4.8,1.5,-311545.04336504854,55.874489903624635
PDI-BT-COF-same_z48_L020_serr,4.8,2.0,-311537.79194314487,63.12591180729214
PDI-BT-COF-same_z48_L025_serr,4.8,2.5,-311536.86699883064,64.0508561215247
PDI-BT-COF-same_z48_L030_serr,4.8,3.0,-311535.89602662955,65.02182832261315
PDI-BT-COF-same_z48_L035_serr,4.8,3.5,-311534.7569713186,66.16088363353629
PDI-BT-COF-same_z48_L040_serr,4.8,4.0,-311534.66232350783,66.2555314443307
PDI-BT-COF-same_z48_L045_serr,4.8,4.5,-311535.0195223219,65.89833263028413
PDI-BT-COF-same_z48_L050_serr,4.8,5.0,-311535.1459486365,65.77190631564008
PDI-BT-COF-same_z48_L055_serr,4.8,5.5,-311534.92460385285,65.99325109930942
PDI-BT-COF-same_z48_L060_serr,4.8,6.0,-311534.533996569,66.38385838316754
PDI-BT-COF-same_z49_L000_serr,4.9,0.0,-311595.4055436639,5.512311288272031
PDI-BT-COF-same_z49_L005_serr,4.9,0.5,-311585.21493272483,15.70292222732678
PDI-BT-COF-same_z49_L010_serr,4.9,1.0,-311563.5152051973,37.402649754832964
PDI-BT-COF-same_z49_L015_serr,4.9,1.5,-311544.5620160053,56.355838946881704
PDI-BT-COF-same_z49_L020_serr,4.9,2.0,-311537.3039044617,63.61395049048588
PDI-BT-COF-same_z49_L025_serr,4.9,2.5,-311536.38341881713,64.53443613502895
PDI-BT-COF-same_z49_L030_serr,4.9,3.0,-311535.4378406454,65.48001430678414
PDI-BT-COF-same_z49_L035_serr,4.9,3.5,-311534.3368834787,66.58097147347871
PDI-BT-COF-same_z49_L040_serr,4.9,4.0,-311534.26237253356,66.65548241860233
PDI-BT-COF-same_z49_L045_serr,4.9,4.5,-311534.6390901332,66.27876481896965
PDI-BT-COF-same_z49_L050_serr,4.9,5.0,-311534.7983289063,66.11952604586259
PDI-BT-COF-same_z49_L055_serr,4.9,5.5,-311534.60628813616,66.3115668160026
PDI-BT-COF-same_z49_L060_serr,4.9,6.0,-311534.25161776476,66.6662371873972
PDI-BT-COF-same_z50_L000_serr,5.0,0.0,-311595.0062108707,5.911644081468694
PDI-BT-COF-same_z50_L005_serr,5.0,0.5,-311587.09401249996,13.823842452198733
PDI-BT-COF-same_z50_L010_serr,5.0,1.0,-311569.2581632972,31.659691654960625
PDI-BT-COF-same_z50_L015_serr,5.0,1.5,-311554.06375297764,46.85410197451711
PDI-BT-COF-same_z50_L020_serr,5.0,2.0,-311549.07318504824,51.844669903919566
PDI-BT-COF-same_z50_L025_serr,5.0,2.5,-311549.04571545013,51.872139502025675
PDI-BT-COF-same_z50_L030_serr,5.0,3.0,-311548.4299444311,52.48791052104207
PDI-BT-COF-same_z50_L035_serr,5.0,3.5,-311547.3320469954,53.58580795675516
PDI-BT-COF-same_z50_L040_serr,5.0,4.0,-311547.0973428447,53.820512107457034
PDI-BT-COF-same_z50_L045_serr,5.0,4.5,-311547.324521024,53.59333392814733
PDI-BT-COF-same_z50_L050_serr,5.0,5.0,-311547.56730371894,53.35055123321945
PDI-BT-COF-same_z50_L055_serr,5.0,5.5,-311547.6742753212,53.24357963097282
PDI-BT-COF-same_z50_L060_serr,5.0,6.0,-311547.517005448,53.40084950416349
PDI-BT-COF-same_z51_L000_serr,5.1,0.0,-311594.6452534616,6.2726014905492775
PDI-BT-COF-same_z51_L005_serr,5.1,0.5,-311588.03097268805,12.886882264108863
PDI-BT-COF-same_z51_L010_serr,5.1,1.0,-311573.87721953116,27.040635420999024
PDI-BT-COF-same_z51_L015_serr,5.1,1.5,-311562.88653572975,38.031319222413
PDI-BT-COF-same_z51_L020_serr,5.1,2.0,-311560.30854826246,40.60930668970104
PDI-BT-COF-same_z51_L025_serr,5.1,2.5,-311561.05962172814,39.85823322401848
PDI-BT-COF-same_z51_L030_serr,5.1,3.0,-311561.1499311459,39.76792380627012
PDI-BT-COF-same_z51_L035_serr,5.1,3.5,-311560.2770031228,40.640851829375606
PDI-BT-COF-same_z51_L040_serr,5.1,4.0,-311559.6474234987,41.27043145347852
PDI-BT-COF-same_z51_L045_serr,5.1,4.5,-311559.3996200683,41.518234883842524
PDI-BT-COF-same_z51_L050_serr,5.1,5.0,-311559.3596360486,41.55821890354855
PDI-BT-COF-same_z51_L055_serr,5.1,5.5,-311559.37364476593,41.544210186228156
PDI-BT-COF-same_z51_L060_serr,5.1,6.0,-311559.4616073441,41.45624760806095
PDI-BT-COF-same_z52_L000_serr,5.2,0.0,-311594.3280788908,6.589776061358862
PDI-BT-COF-same_z52_L005_serr,5.2,0.5,-311590.2623305446,10.655524407571647
PDI-BT-COF-same_z52_L010_serr,5.2,1.0,-311579.71949025133,21.198364700831007
PDI-BT-COF-same_z52_L015_serr,5.2,1.5,-311572.37321103725,28.544643914909102
PDI-BT-COF-same_z52_L020_serr,5.2,2.0,-311572.072771458,28.84508349414682
PDI-BT-COF-same_z52_L025_serr,5.2,2.5,-311573.54159504594,27.376259906217456
PDI-BT-COF-same_z52_L030_serr,5.2,3.0,-311574.083522925,26.834332027181517
PDI-BT-COF-same_z52_L035_serr,5.2,3.5,-311573.3765373073,27.54131764487829
PDI-BT-COF-same_z52_L040_serr,5.2,4.0,-311572.6964761065,28.22137884568656
PDI-BT-COF-same_z52_L045_serr,5.2,4.5,-311572.4167862494,28.501068702782504
PDI-BT-COF-same_z52_L050_serr,5.2,5.0,-311572.4974227981,28.420432154089212
PDI-BT-COF-same_z52_L055_serr,5.2,5.5,-311572.6282727476,28.28958220453933
PDI-BT-COF-same_z52_L060_serr,5.2,6.0,-311572.7121604653,28.205694486852735
PDI-BT-COF-same_z53_L000_serr,5.3,0.0,-311594.05848457105,6.859370381105691
PDI-BT-COF-same_z53_L005_serr,5.3,0.5,-311589.9923417216,10.925513230555225
PDI-BT-COF-same_z53_L010_serr,5.3,1.0,-311579.4436622316,21.474192720546853
PDI-BT-COF-same_z53_L015_serr,5.3,1.5,-311572.0690335297,28.848821422434412
PDI-BT-COF-same_z53_L020_serr,5.3,2.0,-311571.7772060352,29.140648916945793
PDI-BT-COF-same_z53_L025_serr,5.3,2.5,-311573.26353695564,27.654317996522877
PDI-BT-COF-same_z53_L030_serr,5.3,3.0,-311573.82755823457,27.090296717593446
PDI-BT-COF-same_z53_L035_serr,5.3,3.5,-311573.1347856734,27.78306927875383
PDI-BT-COF-same_z53_L040_serr,5.3,4.0,-311572.46616677527,28.451688176894095
PDI-BT-COF-same_z53_L045_serr,5.3,4.5,-311572.20428019634,28.713574755820446
PDI-BT-COF-same_z53_L050_serr,5.3,5.0,-311572.3147166048,28.603138347389176
PDI-BT-COF-same_z53_L055_serr,5.3,5.5,-311572.4601893942,28.457665557973087
PDI-BT-COF-same_z53_L060_serr,5.3,6.0,-311572.54436356784,28.373491384321824
PDI-BT-COF-same_z54_L000_serr,5.4,0.0,-311593.8377940248,7.08006092737196
PDI-BT-COF-same_z54_L005_serr,5.4,0.5,-311593.85028938635,7.0675655658124015
PDI-BT-COF-same_z54_L010_serr,5.4,1.0,-311593.887777742,7.030077210161835
PDI-BT-COF-same_z54_L015_serr,5.4,1.5,-311593.94037570106,6.977479251101613
PDI-BT-COF-same_z54_L020_serr,5.4,2.0,-311594.00360579236,6.914249159803148
PDI-BT-COF-same_z54_L025_serr,5.4,2.5,-311594.07692971895,6.84092523320578
PDI-BT-COF-same_z54_L030_serr,5.4,3.0,-311594.1572188955,6.760636056656949
PDI-BT-COF-same_z54_L035_serr,5.4,3.5,-311594.234821102,6.683033850160427
PDI-BT-COF-same_z54_L040_serr,5.4,4.0,-311594.31294243014,6.604912522016093
PDI-BT-COF-same_z54_L045_serr,5.4,4.5,-311594.38662303344,6.53123191872146
PDI-BT-COF-same_z54_L050_serr,5.4,5.0,-311594.448938572,6.468916380137671
PDI-BT-COF-same_z54_L055_serr,5.4,5.5,-311594.5001282571,6.417726695071906
PDI-BT-COF-same_z54_L060_serr,5.4,6.0,-311594.5346375759,6.383217376249377
PDI-BT-COF-same_z55_L000_serr,5.5,0.0,-311593.6643666542,7.253488297981676
PDI-BT-COF-same_z55_L005_serr,5.5,0.5,-311593.67652986705,7.241325085109565
PDI-BT-COF-same_z55_L010_serr,5.5,1.0,-311593.7139370194,7.203917932754848
PDI-BT-COF-same_z55_L015_serr,5.5,1.5,-311593.76764884783,7.15020610432839
PDI-BT-COF-same_z55_L020_serr,5.5,2.0,-311593.83418956655,7.083665385609493
PDI-BT-COF-same_z55_L025_serr,5.5,2.5,-311593.91147599445,7.0063789577106945
PDI-BT-COF-same_z55_L030_serr,5.5,3.0,-311593.9932092897,6.924645662482362
PDI-BT-COF-same_z55_L035_serr,5.5,3.5,-311594.0777589001,6.840096052037552
PDI-BT-COF-same_z55_L040_serr,5.5,4.0,-311594.16515257175,6.752702380414121
