structure,z,L,energy_eV,energy_rel_eV
ILCOF-1_z40_L050_serr,4.0,5.0,-1408.5397249409225,3.0296529417969396
ILCOF-1_z40_L060_serr,4.0,6.0,-1408.1342974654788,3.4350804172406697
ILCOF-1_z40_L070_serr,4.0,7.0,-1407.7652653416549,3.804112541064569
ILCOF-1_z40_L080_serr,4.0,8.0,-1407.425968341441,4.1434095412785155
ILCOF-1_z40_L090_serr,4.0,9.0,-1407.1465130127467,4.422864869972727
ILCOF-1_z40_L100_serr,4.0,10.0,-1406.9577483761707,4.611629506548752
ILCOF-1_z40_L110_serr,4.0,11.0,-1406.8273686031944,4.742009279525064
ILCOF-1_z40_L120_serr,4.0,12.0,-1406.739320842248,4.830057040471502
ILCOF-1_z40_L130_serr,4.0,13.0,-1406.6860115712177,4.883366311501732
ILCOF-1_z40_L140_serr,4.0,14.0,-1406.649077786493,4.920300096226356
ILCOF-1_z40_L150_serr,4.0,15.0,-1406.61022017698,4.959157705739472
ILCOF-1_z40_L160_serr,4.0,16.0,-1406.5860120142484,4.983365868471083
ILCOF-1_z40_L170_serr,4.0,17.0,-1406.5782380660632,4.991139816656187
ILCOF-1_z40_L171_serr,4.0,17.1,-1406.578207768986,4.99117011373346
